Titles	Genres
Knowing (2009)[(3, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Kung Fu Panda: Secrets of the Furious Five (2008)[(6, 0.996), (0, 0.001)]	animation
Monsters vs. Aliens (2009)[(7, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Sita Sings the Blues (2008)[(9, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	animation
Adventureland (2009)[(5, 0.996), (0, 0.001)]	romance
Confessions of a Shopaholic (2009)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Inglourious Basterds (2009)[(7, 0.997)]	action
Moon (2009)[(2, 0.998)]	sci-fi
Young Victoria, The (2009)[(1, 0.997)]	romance
X-Men Origins: Wolverine (2009)[(0, 0.996)]	action
Star Trek (2009)[(3, 0.998)]	sci-fi
Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009)[(9, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Angels & Demons (2009)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Terminator Salvation (2009)[(5, 0.998)]	sci-fi
Brothers Bloom, The (2008)[(9, 0.999)]	romance
Drag Me to Hell (2009)[(0, 0.991), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Up (2009)[(9, 0.997)]	animation
Hangover, The (2009)[(5, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Dead Snow (Død snø) (2009)[(1, 0.996), (0, 0.001), (4, 0.001)]	comedy
Land of the Lost (2009)[(6, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Proposal, The (2009)[(3, 0.997)]	comedy
Year One (2009)[(2, 0.996), (0, 0.001)]	comedy
Hurt Locker, The (2008)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Raiders of the Lost Ark: The Adaptation (1989)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Transformers: Revenge of the Fallen (2009)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Public Enemies (2009)[(3, 0.997)]	romance
Hood of Horror (2006)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
(500) Days of Summer (2009)[(1, 0.997)]	romance
Librarian, The: The Curse of the Judas Chalice (2008)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Harry Potter and the Half-Blood Prince (2009)[(3, 0.638), (0, 0.355), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Imaginarium of Doctor Parnassus, The (2009)[(9, 0.998)]	fantasy
Ugly Truth, The (2009)[(7, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
District 9 (2009)[(4, 0.996), (0, 0.001)]	sci-fi
Julie & Julia (2009)[(6, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Race to Witch Mountain (2009)[(0, 0.998)]	sci-fi
G.I. Joe: The Rise of Cobra (2009)[(5, 0.998)]	sci-fi
Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Goods: Live Hard, Sell Hard, The (2009)[(8, 0.996), (0, 0.001)]	comedy
Adam (2009)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	romance
Time Traveler's Wife, The (2009)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Secret in Their Eyes, The (El secreto de sus ojos) (2009)[(3, 0.998)]	romance
9 (2009)[(1, 0.996), (0, 0.001)]	sci-fi
Frequently Asked Questions About Time Travel (2009)[(8, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Pandorum (2009)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Men Who Stare at Goats, The (2009)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Jennifer's Body (2009)[(6, 0.996), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Gamer (2009)[(1, 0.993), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Cloudy with a Chance of Meatballs (2009)[(9, 0.997)]	animation
Terra (a.k.a. Battle for Terra) (2007)[(5, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Serious Man, A (2009)[(0, 0.827), (6, 0.171)]	comedy
Haunted World of El Superbeasto, The (2009)[(4, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Surrogates (2009)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Zombieland (2009)[(4, 0.997)]	comedy
Education, An (2009)[(1, 0.998)]	romance
Law Abiding Citizen (2009)[(3, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Mary and Max (2009)[(7, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Up in the Air (2009)[(4, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Balance (1989)[(9, 0.965), (0, 0.005), (1, 0.004), (2, 0.004), (3, 0.004)]	animation
Saw VI (2009)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Astro Boy (2009)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Fantastic Mr. Fox (2009)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	animation
Battlestar Galactica: The Plan (2009)[(4, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
2012 (2009)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Broken Embraces (Los abrazos rotos) (2009)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Sleep Dealer (2008)[(9, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Blind Side, The  (2009)[(8, 0.997)]	action
Shrink (2009)[(8, 0.997)]	comedy
Lovely Bones, The (2009)[(5, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Princess and the Frog, The (2009)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Avatar (2009)[(9, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Sherlock Holmes (2009)[(3, 0.996), (0, 0.001)]	action
Carriers (2009)[(1, 0.975), (0, 0.004), (2, 0.003), (3, 0.003), (4, 0.003)]	action
Youth in Revolt (2009)[(0, 0.997)]	animation
Daybreakers (2010)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Book of Eli, The (2010)[(1, 0.989), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Soul Kitchen (2009)[(9, 0.996)]	comedy
Dragon Hunters (Chasseurs de dragons) (2008)[(0, 0.998)]	fantasy
3 Idiots (2009)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Legion (2010)[(3, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Dante's Inferno Animated (2010)[(9, 0.997)]	animation
I Love You Phillip Morris (2009)[(0, 0.997)]	comedy
First Day of the Rest of Your Life, The (Le premier jour du reste de ta vie) (2008)[(1, 0.957), (0, 0.006), (2, 0.005), (3, 0.005), (4, 0.005)]	comedy
Valentine's Day (2010)[(6, 0.638), (7, 0.349), (0, 0.002), (1, 0.002), (2, 0.002)]	comedy
Shutter Island (2010)[(0, 0.976), (1, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	action
Persuasion (2007)[(3, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	romance
Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)[(7, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Percy Jackson & the Olympians: The Lightning Thief (2010)[(3, 0.998)]	fantasy
Spy Next Door, The (2010)[(4, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009)[(5, 0.998)]	action
Dear John (2010)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	romance
Gentlemen of Fortune (Dzhentlmeny udachi) (1972)[(5, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Room, The (2003)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Alice in Wonderland (2010)[(8, 0.996), (0, 0.001)]	fantasy
Green Zone (2010)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
From Paris with Love (2010)[(8, 0.997)]	romance
She's Out of My League (2010)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Remember Me (2010)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Bounty Hunter, The (2010)[(3, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Hot Tub Time Machine (2010)[(2, 0.988), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
How to Train Your Dragon (2010)[(0, 0.997)]	fantasy
Clash of the Titans (2010)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Kick-Ass (2010)[(4, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Date Night (2010)[(6, 0.998)]	comedy
Death at a Funeral (2010)[(4, 0.997)]	comedy
Losers, The (2010)[(9, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Last Song, The (2010)[(2, 0.988), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Iron Man 2 (2010)[(3, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Cemetery Junction (2010)[(7, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Blue Valentine (2010)[(7, 0.998)]	romance
Killers (2010)[(1, 0.998)]	action
Prince of Persia: The Sands of Time (2010)[(3, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Get Him to the Greek (2010)[(0, 0.997)]	comedy
Letters to Juliet (2010)[(2, 0.99), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
A-Team, The (2010)[(0, 0.997)]	action
Toy Story 3 (2010)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)[(3, 0.901), (8, 0.093), (0, 0.001), (1, 0.001), (2, 0.001)]	animation
Last Airbender, The (2010)[(5, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Predators (2010)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Despicable Me (2010)[(0, 0.997)]	animation
Inception (2010)[(1, 0.997)]	sci-fi
Grown Ups (2010)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Sorcerer's Apprentice, The (2010)[(2, 0.997)]	action
Knight and Day (2010)[(2, 0.98), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	action
Karate Kid, The (2010)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Kids Are All Right, The (2010)[(2, 0.987), (4, 0.011)]	comedy
Batman: Under the Red Hood (2010)[(5, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Salt (2010)[(7, 0.997)]	action
Mr. Nobody (2009)[(2, 0.731), (5, 0.259), (0, 0.002), (1, 0.001), (3, 0.001)]	sci-fi
Ip Man 2 (2010)[(2, 0.997)]	action
Charlie St. Cloud (2010)[(9, 0.996), (0, 0.001), (4, 0.001)]	romance
Rebound, The (2009)[(5, 0.997)]	romance
Other Guys, The (2010)[(8, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Expendables, The (2010)[(4, 0.708), (2, 0.278), (0, 0.002), (1, 0.002), (3, 0.002)]	action
Scott Pilgrim vs. the World (2010)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	fantasy
Centurion (2010)[(9, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989)[(9, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Switch, The (2010)[(8, 0.997)]	comedy
Machete (2010)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	action
Going the Distance (2010)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Town, The (2010)[(4, 0.682), (9, 0.308), (0, 0.001), (1, 0.001), (2, 0.001)]	action
Easy A (2010)[(8, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Legend of the Guardians: The Owls of Ga'Hoole (2010)[(1, 0.988), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Life as We Know It (2010)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
You Will Meet a Tall Dark Stranger (2010)[(4, 0.996), (0, 0.001)]	comedy
Monsters (2010)[(6, 0.996), (0, 0.001)]	romance
Illusionist, The (L'illusionniste) (2010)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	animation
Red (2010)[(3, 0.997)]	action
Due Date (2010)[(3, 0.998)]	comedy
Megamind (2010)[(2, 0.986), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	animation
Harry Potter and the Deathly Hallows: Part 1 (2010)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Tangled (2010)[(9, 0.997)]	animation
Fighter, The (2010)[(8, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Skyline (2010)[(0, 0.991), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Beastly (2011)[(4, 0.997)]	romance
Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)[(5, 0.998)]	fantasy
Tourist, The (2010)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
All Good Things (2010)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	romance
Tron: Legacy (2010)[(1, 0.996), (0, 0.001)]	sci-fi
Little Fockers (2010)[(6, 0.745), (8, 0.244), (0, 0.002), (1, 0.001), (2, 0.001)]	comedy
Tucker & Dale vs Evil (2010)[(8, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Green Hornet, The (2011)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Cowboys & Aliens (2011)[(6, 0.998)]	action
Dilemma, The (2011)[(2, 0.997)]	romance
Trip, The (2010)[(9, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Limitless (2011)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
All-Star Superman (2011)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Unknown (2011)[(0, 0.997)]	action
Paul (2011)[(9, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Brother 2 (Brat 2) (2000)[(8, 0.957), (0, 0.006), (1, 0.005), (2, 0.005), (3, 0.005)]	action
Rango (2011)[(5, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Take Me Home Tonight (2011)[(5, 0.997)]	comedy
Adjustment Bureau, The (2011)[(5, 0.998)]	sci-fi
Mechanic, The (2011)[(4, 0.998)]	action
Hall Pass (2011)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
I Am Number Four (2011)[(5, 0.996), (0, 0.001), (4, 0.001)]	action
Battle: Los Angeles (2011)[(4, 0.971), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	sci-fi
Summer Wars (Samâ wôzu) (2009)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Mars Needs Moms (2011)[(2, 0.997)]	animation
Red Riding Hood (2011)[(3, 0.998)]	romance
Troll Hunter, The (Trolljegeren) (2010)[(1, 0.996), (0, 0.001)]	fantasy
Source Code (2011)[(2, 0.997)]	romance
Hop (2011)[(4, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
13 Assassins (Jûsan-nin no shikaku) (2010)[(0, 0.997)]	action
Hanna (2011)[(8, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Rio (2011)[(2, 0.998)]	animation
Thor (2011)[(0, 0.525), (2, 0.47), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Louis C.K.: Shameless (2007)[(0, 0.996)]	comedy
Water for Elephants (2011)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Fast Five (Fast and the Furious 5, The) (2011)[(4, 0.597), (7, 0.393), (0, 0.002), (1, 0.001), (2, 0.001)]	action
Something Borrowed (2011)[(3, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Bridesmaids (2011)[(6, 0.996), (0, 0.001)]	comedy
Priest (2011)[(0, 0.997)]	sci-fi
Pirates of the Caribbean: On Stranger Tides (2011)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Midnight in Paris (2011)[(1, 0.996), (0, 0.001)]	romance
The Man from Nowhere (2010)[(2, 0.988), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Attack the Block (2011)[(5, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Kung Fu Panda 2 (2011)[(1, 0.694), (9, 0.302), (0, 0.001)]	animation
X-Men: First Class (2011)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Super 8 (2011)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Mr. Popper's Penguins (2011)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Bad Teacher (2011)[(2, 0.989), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Transformers: Dark of the Moon (2011)[(6, 0.996), (0, 0.001), (4, 0.001)]	action
Your Highness (2011)[(6, 0.983), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Cars 2 (2011)[(3, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	animation
Harry Potter and the Deathly Hallows: Part 2 (2011)[(4, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Drive (2011)[(2, 0.996), (0, 0.001)]	action
Captain America: The First Avenger (2011)[(7, 0.997)]	action
Crazy, Stupid, Love. (2011)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
One Day (2011)[(9, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Winnie the Pooh (2011)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Dylan Dog: Dead of Night (2010)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Friends with Benefits (2011)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Rise of the Planet of the Apes (2011)[(0, 0.997)]	sci-fi
Very Harold & Kumar 3D Christmas, A (2011)[(0, 0.99), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Fright Night (2011)[(8, 0.965), (0, 0.005), (1, 0.004), (2, 0.004), (3, 0.004)]	comedy
Another Earth (2011)[(0, 0.998)]	sci-fi
Stake Land (2010)[(9, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Colombiana (2011)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Chinese Take-Out (Chinese Take-Away) (Un cuento chino) (2011)[(2, 0.997)]	comedy
Moneyball (2011)[(2, 0.993), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Northanger Abbey (2007)[(3, 0.978), (0, 0.003), (2, 0.003), (4, 0.003), (1, 0.002)]	romance
Avengers, The (2012)[(9, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Killer Elite (2011)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
50/50 (2011)[(8, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
The Artist (2011)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Real Steel (2011)[(0, 0.998)]	sci-fi
Thing, The (2011)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
In Time (2011)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Johnny English Reborn (2011)[(0, 0.998)]	comedy
Abduction (2011)[(8, 0.742), (0, 0.256)]	action
What's Your Number? (2011)[(2, 0.984), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	romance
Puss in Boots (2011)[(7, 0.996), (0, 0.001)]	animation
Tower Heist (2011)[(4, 0.998)]	comedy
Adventures of Tintin, The (2011)[(4, 0.998)]	animation
Hugo (2011)[(2, 0.997)]	fantasy
Jack and Jill (2011)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Muppets, The (2011)[(9, 0.996), (0, 0.001)]	comedy
Twilight Saga: Breaking Dawn - Part 1, The (2011)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Weekend (2011)[(0, 0.991), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Expendables 2, The (2012)[(3, 0.997)]	action
Snowman, The (1982)[(2, 0.992), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	animation
The Hunger Games (2012)[(9, 0.997)]	action
Dark Knight Rises, The (2012)[(7, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Sherlock Holmes: A Game of Shadows (2011)[(9, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Young Adult (2011)[(8, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Mission: Impossible - Ghost Protocol (2011)[(1, 0.997)]	action
Girl with the Dragon Tattoo, The (2011)[(5, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Underworld: Awakening (2012)[(8, 0.997)]	action
Haywire (2011)[(4, 0.996), (0, 0.001)]	action
Seeking Justice (2011)[(2, 0.987), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	animation
Intouchables (2011)[(0, 0.976), (1, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Chronicle (2012)[(3, 0.997)]	sci-fi
Vow, The (2012)[(3, 0.997)]	romance
Louis C.K.: Live at the Beacon Theater (2011)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
This Means War (2012)[(5, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	action
John Carter (2012)[(1, 0.787), (5, 0.21)]	sci-fi
Starbuck (2011)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
21 Jump Street (2012)[(2, 0.994), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Lockout (2012)[(7, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Wrath of the Titans (2012)[(0, 0.998)]	fantasy
Iron Sky (2012)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
The Raid: Redemption (2011)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Battleship (2012)[(9, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Best Exotic Marigold Hotel, The (2011)[(7, 0.997)]	comedy
Lucky One, The (2012)[(0, 0.998)]	romance
Black Mirror (2011)[(4, 0.975), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	sci-fi
The Scorpion King: Rise of a Warrior (2008)[(7, 0.997)]	fantasy
Men in Black III (M.III.B.) (M.I.B.³) (2012)[(7, 0.996), (0, 0.001)]	action
Snow White and the Huntsman (2012)[(4, 0.996), (0, 0.001)]	fantasy
Pirates! Band of Misfits, The (2012)[(4, 0.998)]	animation
Prometheus (2012)[(4, 0.996), (0, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Moonrise Kingdom (2012)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Safety Not Guaranteed (2012)[(2, 0.997)]	romance
Madagascar 3: Europe's Most Wanted (2012)[(1, 0.989), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Brave (2012)[(9, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
To Rome with Love (2012)[(6, 0.97), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	comedy
Seeking a Friend for the End of the World (2012)[(8, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Jack-Jack Attack (2005)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Ted (2012)[(0, 0.989), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Amazing Spider-Man, The (2012)[(5, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Watch, The (2012)[(5, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
For the Birds (2000)[(9, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Total Recall (2012)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Skyfall (2012)[(4, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
ParaNorman (2012)[(8, 0.997)]	animation
