MovieID,Titles,Plots,Genres
2770,Bowfinger (1999),"When a desperate movie producer fails to get a major star for his bargain basement film, he decides to shoot the film secretly around him.",comedy
2772,Detroit Rock City (1999),A comedy about four teenagers in 1978 who try to scam their way into a KISS concert.,comedy
2783,"Tomb of Ligeia, The (1965)",A man's obsession with his dead wife drives a wedge between him and his new bride.,romance
2788,Monty Python's And Now for Something Completely Different (1971),An anthology of Monty Python's best sketches from their 1st & 2nd seasons of their original TV show.,comedy
2791,Airplane! (1980),A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,comedy
2795,National Lampoon's Vacation (1983),"The Griswold family are on a quest. A quest to a Walley World theme park for a family vacation, but things aren't going to go exactly as planned, especially when Clark Griswold is losing all thought towards a mysterious blonde in a red Ferrari.",comedy
2796,Funny Farm (1988),"When Andy and Elizabeth buy a farm in Vermont, they can't imagine the trouble that awaits them. Andy has quit his job as a sports journalist and is planning to use the peace and quiet of ...",comedy
2797,Big (1988),"When a boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body.",comedy
2800,Little Nemo: Adventures in Slumberland (1992),"A young boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of until he unleashes a century old secret that may not only destroy this perfect dream world but reality itself.",animation
2805,Mickey Blue Eyes (1999),An art-house auctioneer finds himself getting in deeper and deeper with the mob after learning that his teacher girlfriend is the daughter of a major mobster. Things get worse when a godfather decides to launder his no-talent son's gory paintings through the art house and gets the FBI into the picture. Everything then falls apart when the son is accidentally shot.,comedy
2808,Universal Soldier (1992),"Private Luc Deveraux and his sadistic sergeant, Andrew Scott, got killed in Vietnam. The army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. However, their memories come back too.",action
2826,"13th Warrior, The (1999)","Sheikh ahmed ibn fadlan leads a group of savants from Baghdad according to the caliph's request to meet the demand of the Bulgarian's king, Almash Yaltwar, who asked to learn about the Islamic religion to find explanation for the most important question: how can this religion, which comes from the heart of the desert, create the biggest empire in the world?",fantasy
2836,Outside Providence (1999),"A boy from Pawtucket, Rhode Island, caught up in the drug scene of the mid-70s, gets in trouble one too many times with the law. To stave off a jail term, his father arranges for him to be placed into a prep school in Cornwall, Connecticut. The terms: Graduate, or else.",romance
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)","Matko is a small time hustler, living by the river Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her. But none of the two care much for an arranged marriage: Zare is in love with Ida, Afrodita is waiting for the man of her dreams.",comedy
2857,Yellow Submarine (1968),The Beatles agree to accompany Captain Fred in his Yellow Submarine and go to Pepperland to free it from the music hating Blue Meanies.,animation
2858,American Beauty (1999),"Lester and Carolyn Burnham are, on the outside, a perfect husband and wife in a perfect house in a perfect neighborhood. But inside, Lester is slipping deeper and deeper into a hopeless depression. He finally snaps when he becomes infatuated with one of his daughter's friends. Meanwhile, his daughter Jane is developing a happy friendship with a shy boy-next-door named Ricky, who lives with an abusive father.",comedy
2863,"Hard Day's Night, A (1964)","A 'typical' day in the life of the Beatles, including many of their famous songs.",comedy
2887,Simon Sez (1999),Basketball superstar Dennis Rodman stars as a hip Interpol agent attempting to defeat the deadly plans of a crazed arms dealer.,comedy
2890,Three Kings (1999),"In the aftermath of the Persian Gulf War, 4 soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",comedy
2901,Phantasm (1979),"Mike, a young teenage boy who has just lost his parents, is afraid to lose his brother. This fear causes him to follow his brother to a funeral, where Mike witnesses the Tall Man lift a coffin on his own. Mike decides to investigate and discovers a horrible world where the Tall Man, along with his flying spheres, shrink them to half their normal size and reanimate them as slaves. It is then up to Mike, his brother, and Reggie the ice cream man to stop the Tall man.",sci-fi
2916,Total Recall (1990),Douglas Quaid is haunted by a recurring dream about a journey to Mars. He hopes to find out more about this dream and buys a holiday at Rekall Inc. where they sell implanted memories. But something goes wrong with the memory implantation and he remembers being a secret agent fighting against the evil Mars administrator Cohaagen. Now the story really begins and it's a rollercoaster ride until the massive end of the movie.,sci-fi
